Q9HAU5	P04183
P08047	Q9NXG0
P53350	Q96NY9
P40337	Q92905
Q13573	Q15560
P23025	Q9HCS7
P47813	P27635
P04637	Q01105
Q01844	Q92905
O60356	O60506
P05204	Q15554
P25963	Q58WW2
P53350	P47710
Q9HAU5	Q9UHX1
Q9HAU5	Q9NZM5
Q16633	P53999
Q9HAU5	P55884
Q9HAU5	Q9Y3A4
P23025	O15446
Q00987	O94992
Q9HAU5	P52948
P60896	Q8IWG1
P35637	O60506
P09651	Q12905
Q9H981	P0C1Z6
P40337	O75694
P49841	Q9P0R6
P04637	Q99547
Q00987	Q8NG27
P53350	Q13153
Q9Y6Q9	P62877
P09651	Q9UMS4
P04637	Q96S59
P04637	Q01831
Q9HAU5	Q9NS87
Q9HAU5	Q7L4I2
P04637	Q86WX3
P17096	Q14134
P53350	P49736
P01100	P20823
P25963	P33992
P35637	Q15459
P09651	P04264
Q92731	Q86U86
Q08209	P42574
O15169	Q93008
P11387	P42574
P04150	Q96S59
Q9NQC3	Q7L014
P38936	Q16236
Q09472	Q9H4B6
P23025	Q969H0
P53350	Q9HAW4
Q9UGL1	O75376
P04637	Q14151
P08047	P18146
P51946	P29084
P53350	O60296
P15884	Q15560
Q9HAU5	P84101
P38936	Q01105
P38936	Q8NFZ5
P49841	O14908
Q09472	Q96GM5
P09651	O60506
P04818	O00762
Q00987	Q92905
P15884	Q86WQ0
P25054	P33992
P25963	Q96FV2
P04637	Q13029
P37231	P56524
Q8N488	Q9HCM7
P49841	P15880
Q9UBB5	Q9BQA1
P54725	Q8N543
P08047	P56524
P53350	Q9UJP4
P19793	Q07869
P29353	Q96DB5
P49841	P56524
P07476	P04264
P20810	Q92905
Q92731	Q9HBH9
Q9HAU5	Q92900
P27695	Q01105
Q13573	Q14203
Q93009	Q8NFZ5
Q01844	Q9NPD8
Q09472	O75376
P11387	P33992
P53350	O75379
O60927	O95835
P23025	Q9UIF7
P40337	Q04724
P35637	P67809
Q00987	Q6IAA8
P35869	Q16236
P27695	Q15554
O00488	P38606
P14859	O43638
Q13573	Q16625
P49841	Q9NXS2
Q93009	Q01831
P04637	Q96RR1
Q9UKV8	Q9BY07
P63027	Q9UHD8
