Q9Y5B0	Q99967	non-interacting
Q8N201	P04637	non-interacting
P37231	P46100	non-interacting
Q8WZ75	P35222	non-interacting
P37840	P25208	non-interacting
Q12967	Q13573	non-interacting
Q08209	O96017	non-interacting
P23634	Q00987	non-interacting
Q16665	Q92522	non-interacting
P33993	Q14191	non-interacting
Q01844	O00515	non-interacting
Q9UH92	Q13573	non-interacting
Q09161	P50991	non-interacting
P18615	P60896	non-interacting
Q93009	O14777	non-interacting
Q9BUZ4	P04637	non-interacting
P04637	O43172	non-interacting
Q05823	P53350	non-interacting
P46531	Q9H773	non-interacting
O43290	Q92793	non-interacting
P53367	Q9HAU5	non-interacting
P02545	Q9C0J8	non-interacting
Q92917	Q01844	non-interacting
P17096	P55212	non-interacting
P07900	Q13618	non-interacting
P61964	P46531	non-interacting
Q9P013	P06748	non-interacting
O75400	P11387	non-interacting
Q13823	P04637	non-interacting
P49841	Q14687	non-interacting
Q03701	Q09472	non-interacting
P25054	Q13043	non-interacting
Q8IVL0	P46531	non-interacting
Q13618	P61927	non-interacting
P35637	Q9UJP4	non-interacting
Q15233	O15350	non-interacting
Q09472	Q6NYC8	non-interacting
Q9HCU9	P35637	non-interacting
P11387	P62851	non-interacting
P11388	P35869	non-interacting
Q13098	Q01844	non-interacting
P51608	P04637	non-interacting
Q6ZQN5	Q00987	non-interacting
Q92731	Q8N122	non-interacting
Q9H7B2	P09874	non-interacting
Q9UBE0	Q15554	non-interacting
P61081	P08047	non-interacting
O15504	Q00987	non-interacting
Q00987	Q96M27	non-interacting
Q6PHW0	Q01844	non-interacting
P60896	P61978	non-interacting
O95816	P02686	non-interacting
P09651	P26358	non-interacting
Q13464	Q00987	non-interacting
P11171	Q99728	non-interacting
P20618	Q92731	non-interacting
Q9UKV8	Q9HAH7	non-interacting
P62917	Q92731	non-interacting
P21333	O96028	non-interacting
P53350	P02794	non-interacting
P54727	Q9UGL1	non-interacting
O00555	Q92731	non-interacting
Q06330	P53350	non-interacting
P46937	Q12888	non-interacting
Q9H204	P40337	non-interacting
P15884	Q5VWQ8	non-interacting
Q6P597	P53350	non-interacting
Q92585	P04637	non-interacting
P18754	P40337	non-interacting
Q16637	P17096	non-interacting
Q15596	Q01844	non-interacting
P40337	P30622	non-interacting
Q96KM6	Q01844	non-interacting
Q9NV56	Q13573	non-interacting
Q7KZI7	P15884	non-interacting
Q9GZR2	Q00987	non-interacting
P33076	P29353	non-interacting
Q99801	Q13573	non-interacting
Q02446	Q09472	non-interacting
Q8N488	P54253	non-interacting
Q13387	P35869	non-interacting
P29353	P06576	non-interacting
Q8WZ73	P12956	non-interacting
Q15046	Q13573	non-interacting
Q15020	Q9Y6Q9	non-interacting
O43464	P16220	non-interacting
Q6P996	Q92731	non-interacting
P04150	Q96CV9	non-interacting
Q13144	Q93009	non-interacting
Q9Y6B2	Q13573	non-interacting
P49736	P35869	non-interacting
Q01196	P04637	non-interacting
P61244	Q9HCS7	non-interacting
Q92905	P61081	non-interacting
O00358	Q9UKV8	non-interacting
Q9Y3B9	Q9UKV8	non-interacting
Q9UKX7	P49841	non-interacting
P38936	Q8IX12	non-interacting
Q7L590	P04637	non-interacting
P42285	P06748	non-interacting
Q13627	P35637	non-interacting
Q99583	P09651	non-interacting
P22087	P17844	non-interacting
P12956	P20226	non-interacting
P23025	P12956	non-interacting
Q9UIF7	P09651	non-interacting
Q16143	Q00987	non-interacting
Q9H4B4	P08047	non-interacting
Q9HAU5	O15273	non-interacting
Q9GZQ8	Q13618	non-interacting
Q9NQC3	P29590	non-interacting
Q8WXF7	P04637	non-interacting
O15350	P02549	non-interacting
Q92793	Q7KZI7	non-interacting
P54725	Q9BYV6	non-interacting
Q9BTU6	Q00987	non-interacting
P06400	P42285	non-interacting
Q9Y5Q9	P08670	non-interacting
Q86VP6	Q12834	non-interacting
P06396	Q49AN0	non-interacting
Q13573	O43474	non-interacting
P07602	P62854	non-interacting
O14776	P37231	non-interacting
P51668	Q9Y618	non-interacting
P63027	O95817	non-interacting
O14810	Q13573	non-interacting
Q9Y376	P04637	non-interacting
P19793	P07199	non-interacting
P15172	P35222	non-interacting
P61221	Q9H981	non-interacting
Q12933	P53350	non-interacting
Q8WZ42	P12931	non-interacting
O75147	Q9GZV5	non-interacting
P61978	P51668	non-interacting
Q9Y5U2	Q09472	non-interacting
Q8IXM3	Q13573	non-interacting
P46821	P04818	non-interacting
Q9NRR5	P29353	non-interacting
Q9GZV5	P08670	non-interacting
Q04724	Q01844	non-interacting
Q02952	Q01844	non-interacting
P25963	Q9UBE0	non-interacting
Q96EP0	P04637	non-interacting
P11474	Q09472	non-interacting
Q15170	Q13573	non-interacting
P55081	P08047	non-interacting
P35611	P46531	non-interacting
P51532	Q9GZQ8	non-interacting
Q9H2S9	P61956	non-interacting
Q9BZS1	P09651	non-interacting
Q9NS56	P49841	non-interacting
O00165	P14635	non-interacting
Q9UBB5	P08047	non-interacting
Q9Y6A5	P19793	non-interacting
P16949	Q07065	non-interacting
Q13263	P53350	non-interacting
Q9UGL1	Q13131	non-interacting
P61956	O15164	non-interacting
Q9H2C0	Q13573	non-interacting
P42356	P04637	non-interacting
O14508	P04637	non-interacting
P35222	P40337	non-interacting
Q9C0J8	Q01844	non-interacting
P50991	Q9UGL1	non-interacting
O43929	Q13573	non-interacting
Q99689	P02545	non-interacting
Q9H832	Q92804	non-interacting
Q13702	Q09472	non-interacting
Q8TAD8	P41236	non-interacting
P08047	P53805	non-interacting
Q9UBU9	P06400	non-interacting
O60238	Q00987	non-interacting
P07199	P04637	non-interacting
Q6P2Q9	P61956	non-interacting
Q9Y6K9	P46379	non-interacting
P23508	Q92731	non-interacting
P36956	P12931	non-interacting
P10644	P09651	non-interacting
O43597	Q09472	non-interacting
Q13185	P04637	non-interacting
Q71F23	P04637	non-interacting
Q13526	Q9NWT6	non-interacting
P00918	P09651	non-interacting
Q969G3	Q92905	non-interacting
P26358	Q13618	non-interacting
Q02548	Q9Y6Q9	non-interacting
P52298	P48431	non-interacting
Q9Y5S9	P51946	non-interacting
P62851	Q93009	non-interacting
P14635	Q15466	non-interacting
P55072	O00488	non-interacting
P04198	Q9UBU9	non-interacting
O43303	P04637	non-interacting
O15294	P53350	non-interacting
Q9NQ11	Q13573	non-interacting
Q15672	P29353	non-interacting
P16220	P29590	non-interacting
Q9UBW7	P04637	non-interacting
Q01968	Q00987	non-interacting
Q99536	P15884	non-interacting
P20248	P49736	non-interacting
Q99615	P46531	non-interacting
P52272	P49841	non-interacting
O15304	Q13573	non-interacting
P58340	P35637	non-interacting
Q15637	Q9UKV8	non-interacting
P17252	P62195	non-interacting
Q00577	Q01844	non-interacting
Q13085	P33993	non-interacting
Q92831	P25054	non-interacting
P26368	Q92731	non-interacting
P09086	P37840	non-interacting
Q15022	Q9UGL1	non-interacting
P00736	P49841	non-interacting
P05155	Q00987	non-interacting
Q07812	Q01844	non-interacting
O95218	Q49AN0	non-interacting
P02686	P51668	non-interacting
Q13153	P25054	non-interacting
Q9NQL9	Q13573	non-interacting
O95785	P53350	non-interacting
Q12996	Q92905	non-interacting
Q13363	P07602	non-interacting
Q96FW1	P46937	non-interacting
Q9BXU1	Q09472	non-interacting
Q7L5N1	Q9Y6K9	non-interacting
P51693	P49841	non-interacting
Q99558	Q13573	non-interacting
Q13838	Q09472	non-interacting
Q15466	P52272	non-interacting
Q7L2J0	Q09472	non-interacting
Q96RI1	Q00987	non-interacting
Q9BQI3	P04637	non-interacting
P48556	P04637	non-interacting
P62877	P38936	non-interacting
Q14687	P53350	non-interacting
Q99942	Q00987	non-interacting
O00264	Q93009	non-interacting
P35869	P17252	non-interacting
Q99549	P53350	non-interacting
Q9UBS0	P53350	non-interacting
O43236	Q09161	non-interacting
P22736	P47813	non-interacting
Q7KZ85	P08670	non-interacting
O75496	P46527	non-interacting
Q9H211	Q9UKV8	non-interacting
O15169	Q9UKV8	non-interacting
Q9H6S0	P29353	non-interacting
P62277	P63104	non-interacting
Q7LG56	P35637	non-interacting
P99999	P04150	non-interacting
P54259	P04150	non-interacting
Q9BXP5	P11387	non-interacting
Q96RL1	Q09161	non-interacting
P18621	P49841	non-interacting
P0C7T5	P04637	non-interacting
O60563	Q9UNE7	non-interacting
P51946	Q01844	non-interacting
O00267	Q09161	non-interacting
Q9NVS9	P49841	non-interacting
P0DPD6	P02545	non-interacting
Q8IXF0	Q92731	non-interacting
Q01831	P02686	non-interacting
Q5JU00	Q01844	non-interacting
P80723	Q14686	non-interacting
Q92614	P37231	non-interacting
Q14103	Q13526	non-interacting
Q14191	Q14807	non-interacting
Q14676	P60896	non-interacting
