P49841	O15085
Q00987	Q96AE4
P04637	P33981
P11473	P06400
P11473	Q96ST3
P37840	O75821
Q13573	P10276
P04637	Q96PE2
P37231	O60869
P09651	P19105
Q93009	Q13618
Q9UJY5	O60941
P52298	Q9H814
Q93009	P54253
P46527	Q92905
P09651	O60563
Q00987	P78347
Q01844	Q15154
Q49AN0	P41250
O15350	O14965
P40337	Q02363
P24522	Q7Z5J4
Q01844	Q07065
O15273	Q8TDC0
Q9UBB5	O14744
Q9UKV8	P06748
P04637	P18124
Q01844	O75150
P46531	P06400
P09651	Q14151
Q00987	Q7LG56
Q49AN0	Q99615
P63027	Q7Z6Z7
P04637	Q13526
P14635	Q8N122
P40337	Q96QK1
P60896	Q96EV2
P29353	P20749
Q92731	Q7Z7A1
Q13573	O60566
Q93009	P04264
P04818	P61081
Q13573	P62851
P15884	Q96BZ8
P02545	P17252
Q13573	O95785
Q13573	Q8IUH5
P14635	Q96FW1
P02545	P19338
Q09161	Q06210
Q9UER7	Q13158
Q09472	Q8IZL8
O15350	Q8IZT6
P04637	O60264
P35637	O95983
P46531	Q9UMS4
P46937	Q8NI35
Q01844	Q86Y82
Q9UGL1	O00555
Q14449	Q96EP1
P04637	Q9UBB9
Q00987	Q9BSJ8
Q9Y6Q9	Q8N0W5
Q01844	Q92585
Q13573	Q16594
P35611	P51532
P25054	Q9ULH1
P29353	P17931
P04637	O95863
P40337	O95340
P02545	Q96HA1
P80723	Q15029
P35637	Q9P212
P35637	P0C7T5
Q13573	Q96GM5
O15169	Q5VUA4
Q01844	P37837
P02545	Q9GZR1
Q93009	P14868
P02545	O15541
P11473	Q9NPJ6
P11171	P26368
Q01844	P00558
P08047	P27540
P61244	Q9NRL2
P04637	Q96JN8
Q93009	Q12931
Q9UBE0	Q02790
P11171	P04921
P40337	Q14318
Q9H981	Q9C086
P14635	Q86VP6
Q16665	Q9UBN7
P29353	O95425
P04637	O95644
Q00987	P55011
P17096	P16220
Q00987	P13645
P49841	Q14103
P25054	Q68CZ1
Q13573	Q13422
P54725	Q9H944
Q00987	P20226
Q92731	Q9H4L4
Q92731	Q15648
O15169	Q9GZV5
P52298	Q9Y5S9
Q14722	Q12959
P15884	Q86WQ0
P61328	Q13422
Q9UGL1	O60902
P49841	P17612
P02545	O60264
Q93009	O15014
Q00987	Q9Y620
P35637	Q13043
Q9Y5B0	P30876
Q93009	P42166
P40337	P62807
P02545	Q9UBB9
P35637	Q14151
P04637	Q9Y2D8
Q09472	P29590
P51608	P35713
Q9UER7	Q9BPZ2
P02545	Q9BQS8
P49841	Q96KB5
P02545	O95863
Q9UKV8	P15880
Q01844	Q7L5N1
Q09472	P62805
P54725	Q96IV0
P54725	Q8IWJ2
P09651	P49759
Q9UBE0	Q86TI2
Q49AN0	P07900
Q01844	O15212
P11171	Q9BQ69
P09651	Q96GA3
O15350	Q96J94
P37840	Q9UMS4
P04637	P42677
P40337	Q99700
Q01844	Q9NZJ7
Q09472	Q9UHV2
P24522	Q06330
P37840	P30626
P53041	P68402
Q16665	P06400
P29353	P11274
Q16665	Q96ST3
Q9NQC3	Q96KR6
Q9UKV8	P42766
Q09472	Q9Y618
Q00987	P09874
Q49AN0	P42166
O15273	Q16082
Q09472	Q9HD26
Q9NQC3	Q9Y478
P01100	P43694
P15884	O60341
P35637	Q6NXR4
Q9UER7	O43293
O15350	P42704
P02545	Q8WW12
P46527	Q12933
P40337	Q99814
P61244	Q99814
Q9UBE0	Q53GS9
Q13573	Q9Y262
Q01844	Q12933
Q09472	P22736
Q16665	P62877
P37840	Q12967
Q9UER7	P17480
P08047	P20248
Q09161	Q15637
Q00987	Q5TAQ9
Q9HAU5	Q9H8T0
Q13573	Q9UFC0
Q01844	P61956
P29353	P30519
Q93009	P10276
Q02548	Q92793
P04637	P11388
P40337	P47914
P04637	P47756
Q09472	Q13546
Q9HAU5	P48788
Q13573	Q9UJV9
Q00987	Q05397
P02545	P35222
P14635	Q12834
P29353	P13645
P49841	Q9Y6K9
Q92731	P49336
Q9Y5B0	P49336
Q9Y6Q9	Q07869
P41236	O95379
Q13573	P61964
Q92731	Q8TDD1
Q16665	Q9BZF9
Q9UKV8	P17844
P04637	Q05682
Q49AN0	O15027
Q09472	P06401
P35637	O14965
P04637	Q96J02
P09651	P12956
P17096	P20042
P51608	Q9P2P5
P29353	Q9Y696
P40337	P61978
P16949	O14737
Q9UKV8	Q13148
P40337	Q9Y376
Q01844	Q7Z6B0
P09651	Q00839
P09651	Q13618
P08047	Q9UBL3
P08047	Q5U623
Q13573	Q15029
Q00987	P61081
Q9UER7	Q8IZU0
P49841	O15294
P04637	Q96BN2
P52298	Q15637
P14635	Q96EB6
Q9UKV8	Q96CT2
P08047	O14976
Q01844	Q96GG9
Q13573	Q7Z3K3
Q14191	P15927
P04637	P55316
P52298	Q92900
P24522	Q8N205
Q9UGL1	O75376
Q93009	Q16204
P04637	Q9Y2S7
Q9H832	Q86Y13
Q93009	Q96JH8
P02545	P11388
P35637	Q9UBW7
P09651	P04264
P49841	Q8TF72
P25963	P56524
Q13573	Q13148
Q93009	Q5U5Q3
Q92731	Q86UX2
P30291	P62633
Q13573	Q86WJ1
P07476	P17040
P52298	Q9NX46
P46531	P35249
Q92731	Q14686
P09651	P58107
O60356	Q01105
P54725	Q9Y6A5
P46937	Q86UU0
Q93009	Q7L5N1
Q09472	Q9NYA1
P01100	Q01105
Q8WZ42	Q15843
Q09472	Q92793
Q93009	Q7Z6G3
Q93009	P32314
Q13573	P54619
Q9UKV8	Q9HCJ0
Q09161	O75478
P04637	P08670
P15884	Q9UIL1
P08047	P17844
P25054	Q9H4B6
Q08209	P49321
Q09472	Q12888
P11387	Q13216
P04637	P15927
P29353	Q8WV28
P54725	P09874
Q9H832	Q6ZT12
Q93009	Q9NZJ7
Q92731	P82094
Q9HAU5	Q15287
P40337	Q9UNE7
P47813	P07307
Q02548	Q02363
P15884	Q969G3
P54725	P48556
Q09161	Q99728
P49841	P49768
P40337	Q96AG4
Q93009	P33992
P35637	Q14686
P35869	P51532
Q00987	Q8TD19
Q93009	Q6PID8
P49841	Q8IX07
P08047	P20929
P09651	P07900
P14635	P30307
O14733	Q13387
P35637	Q00839
Q01844	Q9UHV9
P46527	O15111
P24522	P47897
P35637	Q13618
P54725	P54105
Q93009	Q12933
P61244	Q9H0E9
Q9Y6Q9	Q13618
P17096	P78317
Q09472	Q01094
P04637	Q16637
Q9H832	Q8IWV7
Q13573	P42285
P46937	P29590
P11387	Q92797
O15350	O60566
Q93009	P61956
Q9H981	Q96EZ8
P09651	O75147
P60896	Q15008
Q9UBE0	Q05397
P04637	O15304
P30291	Q8IZQ1
Q9UKV8	Q07020
O15350	P37837
Q49AN0	Q9UPY3
P29353	Q13153
Q00987	Q9NXE8
P05204	P17252
P04637	O14497
P04637	Q9H8V3
Q9HAU5	P78559
P02545	P51003
Q00987	O14746
P24522	Q8IWV7
P04637	Q96S44
P29353	P06400
P04637	O96017
Q93009	Q9P2G9
P04637	P51948
P23025	Q96EB6
P25054	Q96LZ3
Q13541	O60573
P37231	Q02750
P04637	Q15843
P15884	Q9Y2J2
P29353	O14492
P40337	P20290
P09651	Q9BY77
P37840	Q9Y4K3
P11473	Q96SB4
Q00987	P12814
P17096	Q96LA8
Q00987	Q92793
Q93009	Q9UNF1
P35637	Q14157
Q9HAU5	P04183
P25963	O43318
P46937	Q8N3R9
Q92731	Q7KZ85
P04637	Q15542
P60896	P48556
P78356	Q6P2Q9
P08047	Q15257
Q9UBE0	P61081
Q01844	Q9Y6V0
P37231	P29590
Q01844	O14908
P37231	P51532
Q08209	O00233
Q9NQB0	P35222
P52298	Q9GZZ9
P20810	Q9Y570
P04637	Q15139
P61244	Q969R5
Q13573	Q9HA38
P04637	Q9P2P5
P11387	Q00839
P61244	Q9NPF5
P01100	P46821
Q9UBE0	P46060
Q93009	P08151
P11387	Q13618
P09651	Q86X55
P37840	P42858
P29353	P63104
Q09472	Q8IZL2
Q16665	Q9Y4K3
P04637	Q13043
P04637	Q9BVP2
P04637	Q14151
P11387	Q9NUW8
P04637	Q9NP81
Q09472	O95644
Q92731	P15924
P60896	O94822
Q00987	Q01094
P04637	P62899
O75496	P51532
Q93009	Q03468
Q09161	P62633
P09651	Q9HCS7
P49841	Q6UXH1
Q13573	Q5BKZ1
P11473	O15228
P29353	Q9BPY3
P07476	P04264
P51608	Q969G3
P37840	Q8IZQ1
Q13573	Q9Y3U8
P09651	Q53EL6
Q13573	Q14203
P37840	Q9NVR5
Q08209	P42574
Q92731	Q8N9T8
P02545	P20700
Q00987	Q9UQ35
P40337	P23508
P60896	O95816
P46531	P22681
Q49AN0	Q93008
P08047	Q8WUF5
Q09472	Q96RK1
Q00987	O43290
P46531	Q92973
Q01844	P48634
Q09472	Q13131
Q49AN0	P21333
P09651	P00558
P25963	Q99759
P04637	Q8IXF0
P04637	Q7Z3B3
Q13573	Q9C0J8
P24522	P07199
Q00987	O96028
Q01844	Q9P013
Q09472	O75030
Q93009	Q96RU2
P02545	Q96RG2
P35612	Q7L190
P60896	Q96ST3
P01100	P49715
P25054	O43251
P15884	O43699
P47813	Q9UIC8
P09651	Q6P2Q9
Q92731	P62081
P02545	P08473
P08047	P11831
P04637	P39023
P11171	P10606
P46531	Q9UM47
Q13573	P12081
P27695	Q8N6M0
P49841	Q9Y6E2
P04637	O60341
O76070	O60566
Q9UGL1	P50222
P17096	Q15554
P11387	P26368
P04637	O60841
P46937	O95835
P04637	Q96PM5
Q08209	Q9Y6J0
P29353	Q13085
P04637	P09884
P09651	Q5U5Q3
P49918	P06400
Q9UER7	Q08379
Q14061	Q13432
P04637	Q9Y2W1
P46937	P81408
P35637	Q15154
P35637	Q92905
Q93009	Q13490
P08047	Q06609
P04818	Q9NRR5
P35637	Q07065
P05204	Q13131
Q00987	P16403
O15169	P12755
P49841	Q9H1J1
Q01844	Q02930
P46531	Q9UPP1
Q9Y6Q9	Q86X55
Q92731	P62851
P01100	P20749
P40337	Q15942
Q92731	Q5MNZ9
Q09472	P10827
Q9Y6Q9	P10276
Q9NQC3	Q9GZV5
P25963	P42345
Q00987	Q86U42
P54725	Q92793
Q9UER7	P46100
P11387	O75147
Q9NVS9	P47224
P27695	P06748
O15169	P49840
P02545	O75530
Q00987	P22626
Q16665	P33993
Q49AN0	O00327
Q92731	Q16204
P09651	P33992
Q00987	O94826
P53041	Q8IV08
P60896	O95817
Q9UKV8	P62424
P04637	Q9H334
Q16665	Q99814
P47813	P53999
P08047	Q05066
Q13573	O94842
Q8N488	Q969R5
Q9UER7	Q16082
Q09472	P33991
P35637	P00558
P25054	Q9Y2T1
P37231	Q92793
P63027	P54920
P37840	Q07812
Q14191	P12956
P02545	Q9Y2W1
P17096	Q9Y5N6
Q93009	Q15435
P49841	O60346
P27695	P09429
Q9UER7	Q9Y6K1
Q9UKV8	Q07021
Q00987	Q9UJZ1
Q9NVS9	P37837
Q9UKV8	P61254
P01100	Q15788
P04818	Q15843
P30291	Q9H0E9
Q09472	Q9Y6B2
P63027	Q15637
Q9UGL1	O95983
P04637	P62750
P37840	Q8NI35
Q9HAU5	Q9H4A3
P53041	Q15843
P04637	Q9H0F5
Q08209	P53367
P40337	P22736
P29353	Q12774
Q09472	O14901
P49841	Q969V6
Q9UKV8	P26196
P46937	Q4VCS5
P60896	P46379
Q09472	Q71DI3
P51608	P12755
Q01844	Q9Y2I8
Q9UKV8	Q15633
P04637	Q99615
P02545	Q9NW82
P08047	P56693
Q09472	O15156
P51946	Q9UNI6
P04637	P12956
Q00987	P29401
P25963	O00625
P49841	Q13163
P09651	Q9UJV9
Q01844	P62424
Q13573	Q14204
Q9HAU5	Q8IYB3
P37231	O75376
O15350	O15111
Q00987	Q9NY61
Q13573	Q01130
P49841	P54105
Q9NQC3	Q9BQ24
Q01844	Q9NTK5
P11387	P49756
P09651	Q96GG9
Q01844	Q96EV2
Q01844	P61221
P46531	Q9Y6I3
P54725	Q5T4S7
Q9UKV8	Q6DN90
P37840	Q9UNE7
P01100	P53539
P49841	Q05397
Q01844	Q96AQ9
Q9Y3M2	P35222
P08047	O15294
P09651	P21333
P25963	P51668
P11387	Q6P2Q9
P11387	P06748
Q09472	O75128
O15350	P25208
P61244	P22415
Q01844	O60869
Q01844	Q01130
P02545	Q9P2K1
P63027	O75558
Q13573	Q9UBU9
O15169	Q14134
Q09161	P11441
P61244	Q99583
P08047	P55209
Q8N488	Q13387
Q8WZ42	O75147
P27695	Q15554
P15884	O43559
P09651	P17844
P35637	Q9NVT9
P40337	Q13439
Q09472	O75444
Q00987	Q86UE4
P35637	P61956
P43351	P15927
Q13573	Q96A65
P35637	Q96P66
P20810	P12277
Q16665	Q9UNE7
P09651	Q13148
Q92731	Q9UJV9
Q01844	Q9H1E3
P24522	Q8TDZ2
P14635	Q12888
Q9NQC3	Q9UNL2
P51946	P49336
P46531	Q8WXI9
Q00987	Q13823
Q01844	Q93062
P49918	P15172
Q09472	Q6PCB8
P09651	Q15428
P19429	Q13219
Q49AN0	P43243
Q9NQB0	O15105
Q49AN0	Q7Z6Z7
P07476	Q9UBC9
P40337	Q8NBJ5
Q13573	Q6P3W7
Q00987	Q9H869
Q01844	P53992
Q00987	O15151
P11171	Q12874
P35637	Q9UJV9
