Q9UH92	P56524
P32246	Q9Y3A4
Q27J81	P84101
Q9UJY5	Q9UHD8
Q5VV63	O75031
Q15154	Q9H9D4
Q9Y3B8	O00165
O15105	Q9H3Q1
Q86YD7	Q9H773
P19338	Q8N122
P20585	Q9P127
Q14676	Q9NZC9
Q9UNL2	P48539
Q14134	Q01484
P29372	Q15554
O43257	Q13868
O43318	Q96RR1
O60264	Q13868
Q9H0F5	Q9UNI6
Q92619	Q08379
Q8N9T8	Q8WVV4
Q9H0F5	Q5JTH9
O76041	P28702
O43143	Q5M9N0
Q9UBN7	Q13287
P11473	Q9H074
A0FGR9	Q14674
Q8IWG1	Q9UBM7
P47813	Q12967
P14868	P42858
P07602	Q12769
P62877	Q969H0
Q53GT1	O75347
Q9HCG8	Q96EP0
A0JLT2	A0AV96
Q96F07	O60506
Q9BZF3	Q9UHR5
Q7L4I2	P48039
P49354	Q9NXG0
Q93009	Q8N122
P01375	Q9BXB1
P23508	Q8N7J2
Q7Z3K3	O94992
Q9NV56	Q8N490
Q8IX18	Q7L4I2
Q15361	A6NIV6
Q8N5U6	Q9NVD7
O75530	Q8IWG1
Q6NZ67	Q4G0J3
Q14151	O43251
Q96DB5	Q9BV40
Q9Y3A4	P78347
Q9BZF3	Q16270
Q96S55	Q08209
Q9UKL0	O15126
P49716	Q9NP81
P0C7T5	Q9Y663
Q7L014	Q9UKK9
O60447	Q9UJZ1
P00558	O15014
Q9UG63	Q8NHZ7
Q9NQ33	Q9NXG2
Q96KC8	Q6R327
O60568	P32314
Q9Y2S7	Q8IYE0
Q9UHC7	Q8TDD1
Q14966	P56524
P18146	Q13772
Q9NR09	Q9NQG5
Q9HCH0	Q92547
Q7Z7F0	Q93008
Q8IXT5	Q86XK2
Q86YD7	Q96QH2
Q9H2U2	P17844
Q96S55	Q96JB6
Q96FW1	Q9Y467
O75031	Q9H6Z4
P47914	P55011
Q9HAV7	Q9BTA9
P30622	Q69YH5
O14901	P49715
O15105	O43597
P49750	Q9BZF9
Q96DB5	Q9P0P0
Q96CX2	Q05682
P55347	Q96IF1
P84101	P78347
Q86X19	P49716
Q9BUZ4	Q8IUD2
P46100	P53999
O15151	O75298
Q5VTD9	P49750
Q8NFV4	Q86WX3
Q9H501	Q9BTA9
O60506	Q9H5N1
Q8NI35	Q04724
O95999	Q6IAA8
Q01831	P14866
P49901	Q6ZRS2
O43747	Q9BTA9
P22059	P20823
Q14566	Q9UJP4
P53805	Q02086
Q15560	Q9H4A6
Q8IVL0	O15550
Q9H4H8	Q9Y618
P47914	P06748
P00558	Q6UXH1
Q8N1B3	O95340
O43524	Q14134
O95149	Q7L4I2
Q5VTD9	Q9H8T0
Q9BZF3	Q15834
Q6PCB8	O75354
Q13114	Q3YBR2
Q9ULU4	Q6NZ67
Q9H0F5	Q8TDC3
Q14444	Q8TBN0
P29084	Q96S44
O15524	Q53GS9
